Entity,Date,Seasonal variation,Combined measurements,Monthly averaged,Annual averaged,monthly_sea_surface_temperature_anomaly,Sea surface temp (lower-bound),Sea surface temp (upper-bound),Monthly pH measurement,Annual average,Temperature anomaly,Church & White,University of Hawaii,Average,arctic_sea_ice_osisaf,Monthly averaged,Annual averaged,Monthly averaged,Annual averaged
World,1877-10-15,,,,,0.22591,0.1775,0.279,,,,,,,,,,,
World,1877-11-15,,,,,0.06545,0.0165,0.125,,,,,,,,,,,
World,1877-12-15,,,,,0.12539,0.0765,0.1795,,,,,,,,,,,
World,1878-01-15,,,,,0.27043,0.222,0.3265,,,,,,,,,,,
World,1878-02-15,,,,,0.25354,0.206,0.309,,,,,,,,,,,
World,1878-03-15,,,,,0.14909,0.103,0.199,,,,,,,,,,,
World,1878-04-15,,,,,0.27105,0.225,0.321,,,,,,,,,,,
World,1878-05-15,,,,,0.01102,-0.03,0.0535,,,,,,,,,,,
World,1878-06-15,,,,,-0.04524,-0.083,-0.006,,,,,,,,,,,
World,1878-07-15,,,,,-0.10477,-0.143,-0.0645,,,,,,,,,,,
World,1878-08-15,,,,,-0.07,-0.11,-0.027,,,,,,,,,,,
World,1878-09-15,,,,,-0.08579,-0.1275,-0.0355,,,,,,,,,,,
World,1878-10-15,,,,,-0.2186,-0.266,-0.1605,,,,,,,,,,,
World,1878-11-15,,,,,-0.28501,-0.334,-0.218,,,,,,,,,,,
World,1878-12-15,,,,,-0.20104,-0.2475,-0.1455,,,,,,,,,,,
World,1879-01-15,,,,,-0.15399,-0.2,-0.0985,,,,,,,,,,,
World,1879-02-15,,,,,-0.12639,-0.174,-0.07,,,,,,,,,,,
World,1879-03-15,,,,,-0.09359,-0.1385,-0.0465,,,,,,,,,,,
World,1879-04-15,,,,,-0.16331,-0.2085,-0.1145,,,,,,,,,,,
World,1879-05-15,,,,,-0.23918,-0.2805,-0.1955,,,,,,,,,,,
World,1879-06-15,,,,,-0.24098,-0.28,-0.1995,,,,,,,,,,,
World,1879-07-15,,,,,-0.27042,-0.309,-0.2275,,,,,,,,,,,
World,1879-08-15,,,,,-0.1464,-0.185,-0.1035,,,,,,,,,,,
World,1879-09-15,,,,,-0.19312,-0.234,-0.143,,,,,,,,,,,
World,1879-10-15,,,,,-0.20696,-0.2505,-0.151,,,,,,,,,,,
World,1879-11-15,,,,,-0.24477,-0.29,-0.1895,,,,,,,,,,,
World,1879-12-15,,,,,-0.29388,-0.3385,-0.241,,,,,,,,,,,
World,1880-01-15,,,,,-0.22829,-0.2745,-0.184,,,-0.18,,,,,,,,
World,1880-02-15,,,,,-0.13526,-0.184,-0.0875,,,-0.24,,,,,,,,
World,1880-03-15,,,,,-0.01016,-0.0605,0.042,,,-0.09,,,,,,,,
World,1880-04-15,,,,,-0.11584,-0.1645,-0.068,,,-0.16,-183.3140625,,-183.31406,,,,,
World,1880-05-15,,,,,-0.33873,-0.3835,-0.2915,,,-0.1,,,,,,,,
World,1880-06-15,,,,,-0.38432,-0.425,-0.3465,,,-0.21,,,,,,,,
World,1880-07-15,,,,,-0.25989,-0.302,-0.2195,,,-0.18,-183.2473958,,-183.2474,,,,,
World,1880-08-15,,,,,-0.15026,-0.1925,-0.109,,,-0.1,,,,,,,,
World,1880-09-15,,,,,-0.23063,-0.2775,-0.1795,,,-0.15,,,,,,,,
World,1880-10-15,,,,,-0.23507,-0.2865,-0.174,,,-0.23,-174.1473958,,-174.1474,,,,,
World,1880-11-15,,,,,-0.18621,-0.2385,-0.1275,,,-0.22,,,,,,,,
World,1880-12-15,,,,,-0.16618,-0.2175,-0.1085,,,-0.17,,,,,,,,
World,1881-01-15,,,,,-0.09557,-0.148,-0.0395,,,-0.19,-159.6807292,,-159.68073,,,,,
World,1881-02-15,,,,,-0.10364,-0.1575,-0.045,,,-0.14,,,,,,,,
World,1881-03-15,,,,,-0.02587,-0.078,0.028,,,0.03,,,,,,,,
World,1881-04-15,,,,,-0.07016,-0.12,-0.0205,,,0.05,-172.4140625,,-172.41406,,,,,
World,1881-05-15,,,,,-0.07461,-0.1215,-0.029,,,0.06,,,,,,,,
World,1881-06-15,,,,,-0.16372,-0.207,-0.1235,,,-0.18,,,,,,,,
World,1881-07-15,,,,,-0.16192,-0.202,-0.124,,,0,-174.0140625,,-174.01406,,,,,
World,1881-08-15,,,,,-0.17782,-0.223,-0.136,,,-0.04,,,,,,,,
World,1881-09-15,,,,,-0.298,-0.346,-0.2465,,,-0.15,,,,,,,,
World,1881-10-15,,,,,-0.21773,-0.2695,-0.157,,,-0.22,-186.0473958,,-186.0474,,,,,
World,1881-11-15,,,,,-0.25139,-0.3035,-0.189,,,-0.18,,,,,,,,
World,1881-12-15,,,,,-0.19171,-0.2415,-0.1355,,,-0.07,,,,,,,,
World,1882-01-15,,,,,-0.14217,-0.193,-0.087,,,0.16,-189.4807292,,-189.48073,,,,,
World,1882-02-15,,,,,-0.12173,-0.1725,-0.0695,,,0.14,,,,,,,,
World,1882-03-15,,,,,-0.1376,-0.187,-0.085,,,0.04,,,,,,,,
World,1882-04-15,,,,,-0.18532,-0.2345,-0.135,,,-0.17,-184.2140625,,-184.21406,,,,,
World,1882-05-15,,,,,-0.2962,-0.341,-0.249,,,-0.15,,,,,,,,
World,1882-06-15,,,,,-0.26266,-0.3075,-0.221,,,-0.23,,,,,,,,
World,1882-07-15,,,,,-0.17874,-0.224,-0.138,,,-0.16,-190.0807292,,-190.08073,,,,,
World,1882-08-15,,,,,-0.2971,-0.3405,-0.2535,,,-0.07,,,,,,,,
World,1882-09-15,,,,,-0.19118,-0.238,-0.1385,,,-0.14,,,,,,,,
World,1882-10-15,,,,,-0.29015,-0.3405,-0.231,,,-0.24,-202.5473958,,-202.5474,,,,,
World,1882-11-15,,,,,-0.16046,-0.215,-0.0935,,,-0.17,,,,,,,,
World,1882-12-15,,,,,-0.3238,-0.374,-0.2675,,,-0.36,,,,,,,,
World,1883-01-15,,,,,-0.19786,-0.253,-0.143,,,-0.29,-204.3807292,,-204.38073,,,,,
World,1883-02-15,,,,,-0.14012,-0.1955,-0.083,,,-0.37,,,,,,,,
World,1883-03-15,,,,,-0.17385,-0.228,-0.1195,,,-0.12,,,,,,,,
World,1883-04-15,,,,,-0.3052,-0.36,-0.256,,,-0.18,-192.4807292,,-192.48073,,,,,
World,1883-05-15,,,,,-0.21652,-0.2685,-0.17,,,-0.17,,,,,,,,
World,1883-06-15,,,,,-0.18258,-0.2315,-0.141,,,-0.08,,,,,,,,
World,1883-07-15,,,,,-0.23156,-0.2795,-0.1925,,,-0.06,-185.1473958,,-185.1474,,,,,
World,1883-08-15,,,,,-0.22614,-0.2715,-0.1815,,,-0.14,,,,,,,,
World,1883-09-15,,,,,-0.28493,-0.3345,-0.234,,,-0.21,,,,,,,,
World,1883-10-15,,,,,-0.40426,-0.4585,-0.349,,,-0.11,-179.8140625,,-179.81406,,,,,
World,1883-11-15,,,,,-0.27499,-0.332,-0.2155,,,-0.23,,,,,,,,
World,1883-12-15,,,,,-0.35454,-0.4115,-0.2965,,,-0.11,,,,,,,,
World,1884-01-15,,,,,-0.39202,-0.4465,-0.342,,,-0.13,-166.6140625,,-166.61406,,,,,
World,1884-02-15,,,,,-0.17683,-0.2295,-0.124,,,-0.08,,,,,,,,
World,1884-03-15,,,,,-0.33325,-0.3865,-0.282,,,-0.36,,,,,,,,
World,1884-04-15,,,,,-0.34589,-0.397,-0.297,,,-0.4,-158.9807292,,-158.98073,,,,,
World,1884-05-15,,,,,-0.29811,-0.3495,-0.2515,,,-0.34,,,,,,,,
World,1884-06-15,,,,,-0.39017,-0.4385,-0.3495,,,-0.36,,,,,,,,
World,1884-07-15,,,,,-0.41991,-0.4665,-0.3815,,,-0.3,-166.2807292,,-166.28073,,,,,
World,1884-08-15,,,,,-0.39257,-0.4415,-0.3495,,,-0.27,,,,,,,,
World,1884-09-15,,,,,-0.34076,-0.3915,-0.2895,,,-0.27,,,,,,,,
World,1884-10-15,,,,,-0.33211,-0.384,-0.2795,,,-0.25,-174.5140625,,-174.51406,,,,,
World,1884-11-15,,,,,-0.47001,-0.5255,-0.4095,,,-0.33,,,,,,,,
World,1884-12-15,,,,,-0.36756,-0.4215,-0.3125,,,-0.31,,,,,,,,
World,1885-01-15,,,,,-0.30282,-0.359,-0.251,,,-0.58,-173.3473958,,-173.3474,,,,,
World,1885-02-15,,,,,-0.32326,-0.3805,-0.272,,,-0.34,,,,,,,,
World,1885-03-15,,,,,-0.40797,-0.4625,-0.3535,,,-0.27,,,,,,,,
World,1885-04-15,,,,,-0.40374,-0.4555,-0.3515,,,-0.42,-166.6140625,,-166.61406,,,,,
World,1885-05-15,,,,,-0.43879,-0.491,-0.3905,,,-0.45,,,,,,,,
World,1885-06-15,,,,,-0.44496,-0.4945,-0.402,,,-0.43,,,,,,,,
World,1885-07-15,,,,,-0.35192,-0.4005,-0.31,,,-0.34,-167.6807292,,-167.68073,,,,,
World,1885-08-15,,,,,-0.45685,-0.506,-0.4095,,,-0.31,,,,,,,,
World,1885-09-15,,,,,-0.33137,-0.3815,-0.279,,,-0.29,,,,,,,,
World,1885-10-15,,,,,-0.21289,-0.2685,-0.1545,,,-0.24,-166.5807292,,-166.58073,,,,,
World,1885-11-15,,,,,-0.20952,-0.2665,-0.1495,,,-0.24,,,,,,,,
World,1885-12-15,,,,,-0.19693,-0.2555,-0.135,,,-0.11,,,,,,,,
World,1886-01-15,,,,,-0.27326,-0.3345,-0.216,,,-0.44,-171.1140625,,-171.11406,,,,,
World,1886-02-15,,,,,-0.31621,-0.3745,-0.263,,,-0.51,,,,,,,,
World,1886-03-15,,,,,-0.25779,-0.3175,-0.2025,,,-0.43,,,,,,,,
World,1886-04-15,,,,,-0.34664,-0.4035,-0.2945,,,-0.28,-164.0807292,,-164.08073,,,,,
World,1886-05-15,,,,,-0.20381,-0.259,-0.154,,,-0.24,,,,,,,,
World,1886-06-15,,,,,-0.38248,-0.4355,-0.336,,,-0.34,,,,,,,,
World,1886-07-15,,,,,-0.34303,-0.394,-0.2975,,,-0.18,-164.2140625,,-164.21406,,,,,
World,1886-08-15,,,,,-0.38524,-0.438,-0.3385,,,-0.31,,,,,,,,
World,1886-09-15,,,,,-0.47229,-0.529,-0.419,,,-0.24,,,,,,,,
World,1886-10-15,,,,,-0.368,-0.4285,-0.3105,,,-0.28,-178.9807292,,-178.98073,,,,,
World,1886-11-15,,,,,-0.39283,-0.4535,-0.332,,,-0.27,,,,,,,,
World,1886-12-15,,,,,-0.50368,-0.5635,-0.4465,,,-0.26,,,,,,,,
World,1887-01-15,,,,,-0.50385,-0.5645,-0.4475,,,-0.72,-184.1807292,,-184.18073,,,,,
World,1887-02-15,,,,,-0.52831,-0.5875,-0.475,,,-0.57,,,,,,,,
World,1887-03-15,,,,,-0.4584,-0.518,-0.4055,,,-0.36,,,,,,,,
World,1887-04-15,,,,,-0.42704,-0.4855,-0.3755,,,-0.35,-180.7807292,,-180.78073,,,,,
World,1887-05-15,,,,,-0.4866,-0.5435,-0.4385,,,-0.31,,,,,,,,
World,1887-06-15,,,,,-0.40775,-0.4625,-0.3615,,,-0.25,,,,,,,,
World,1887-07-15,,,,,-0.3295,-0.3805,-0.286,,,-0.26,-170.2140625,,-170.21406,,,,,
World,1887-08-15,,,,,-0.35901,-0.4115,-0.313,,,-0.36,,,,,,,,
World,1887-09-15,,,,,-0.44675,-0.5015,-0.396,,,-0.26,,,,,,,,
World,1887-10-15,,,,,-0.3895,-0.4495,-0.33,,,-0.36,-171.8807292,,-171.88073,,,,,
World,1887-11-15,,,,,-0.41523,-0.4775,-0.3535,,,-0.26,,,,,,,,
World,1887-12-15,,,,,-0.35198,-0.414,-0.2925,,,-0.33,,,,,,,,
World,1888-01-15,,,,,-0.40944,-0.4715,-0.3535,,,-0.34,-175.8807292,,-175.88073,,,,,
World,1888-02-15,,,,,-0.32378,-0.3865,-0.269,,,-0.36,,,,,,,,
World,1888-03-15,,,,,-0.31955,-0.3815,-0.2655,,,-0.42,,,,,,,,
World,1888-04-15,,,,,-0.26741,-0.3265,-0.2175,,,-0.2,-177.7140625,,-177.71406,,,,,
World,1888-05-15,,,,,-0.2548,-0.3125,-0.208,,,-0.22,,,,,,,,
World,1888-06-15,,,,,-0.26628,-0.319,-0.223,,,-0.17,,,,,,,,
World,1888-07-15,,,,,-0.34081,-0.3925,-0.297,,,-0.1,-172.6140625,,-172.61406,,,,,
World,1888-08-15,,,,,-0.31094,-0.363,-0.267,,,-0.16,,,,,,,,
World,1888-09-15,,,,,-0.24711,-0.3035,-0.194,,,-0.12,,,,,,,,
World,1888-10-15,,,,,-0.11039,-0.1705,-0.054,,,0.01,-170.4140625,,-170.41406,,,,,
World,1888-11-15,,,,,-0.1089,-0.1715,-0.0485,,,0.02,,,,,,,,
World,1888-12-15,,,,,-0.08771,-0.1465,-0.0355,,,-0.04,,,,,,,,
World,1889-01-15,,,,,0.06992,0.012,0.1225,,,-0.09,-171.0807292,,-171.08073,,,,,
World,1889-02-15,,,,,-0.007,-0.065,0.045,,,0.16,,,,,,,,
World,1889-03-15,,,,,-0.02022,-0.08,0.034,,,0.06,,,,,,,,
World,1889-04-15,,,,,-0.06253,-0.119,-0.011,,,0.09,-167.9807292,,-167.98073,,,,,
World,1889-05-15,,,,,-0.15079,-0.208,-0.1015,,,-0.01,,,,,,,,
World,1889-06-15,,,,,-0.18719,-0.2415,-0.139,,,-0.1,,,,,,,,
World,1889-07-15,,,,,-0.21503,-0.2665,-0.171,,,-0.08,-169.7140625,,-169.71406,,,,,
World,1889-08-15,,,,,-0.26123,-0.3145,-0.217,,,-0.21,,,,,,,,
World,1889-09-15,,,,,-0.3552,-0.413,-0.3005,,,-0.24,,,,,,,,
World,1889-10-15,,,,,-0.31324,-0.373,-0.2545,,,-0.25,-177.1473958,,-177.1474,,,,,
World,1889-11-15,,,,,-0.24992,-0.309,-0.191,,,-0.34,,,,,,,,
World,1889-12-15,,,,,-0.26864,-0.33,-0.2095,,,-0.29,,,,,,,,
World,1890-01-15,,,,,-0.36824,-0.427,-0.3105,,,-0.42,-176.5473958,,-176.5474,,,,,
World,1890-02-15,,,,,-0.34314,-0.403,-0.2845,,,-0.45,,,,,,,,
World,1890-03-15,,,,,-0.4294,-0.488,-0.371,,,-0.4,,,,,,,,
World,1890-04-15,,,,,-0.39674,-0.4525,-0.3445,,,-0.3,-160.7140625,,-160.71406,,,,,
World,1890-05-15,,,,,-0.35654,-0.4125,-0.3075,,,-0.4,,,,,,,,
World,1890-06-15,,,,,-0.4317,-0.4845,-0.386,,,-0.25,,,,,,,,
World,1890-07-15,,,,,-0.50491,-0.5555,-0.4585,,,-0.28,-166.9807292,,-166.98073,,,,,
World,1890-08-15,,,,,-0.49415,-0.544,-0.4475,,,-0.39,,,,,,,,
World,1890-09-15,,,,,-0.57309,-0.625,-0.5195,,,-0.37,,,,,,,,
World,1890-10-15,,,,,-0.53066,-0.591,-0.466,,,-0.25,-175.2807292,,-175.28073,,,,,
World,1890-11-15,,,,,-0.48872,-0.548,-0.424,,,-0.43,,,,,,,,
World,1890-12-15,,,,,-0.35072,-0.4095,-0.2905,,,-0.32,,,,,,,,
World,1891-01-15,,,,,-0.4241,-0.486,-0.369,,,-0.34,-186.4807292,,-186.48073,,,,,
World,1891-02-15,,,,,-0.32478,-0.388,-0.2685,,,-0.47,,,,,,,,
World,1891-03-15,,,,,-0.27928,-0.344,-0.2185,,,-0.18,,,,,,,,
World,1891-04-15,,,,,-0.26569,-0.328,-0.21,,,-0.27,-171.0140625,,-171.01406,,,,,
World,1891-05-15,,,,,-0.13363,-0.1945,-0.079,,,-0.17,,,,,,,,
World,1891-06-15,,,,,-0.21008,-0.266,-0.16,,,-0.21,,,,,,,,
World,1891-07-15,,,,,-0.29418,-0.349,-0.2445,,,-0.17,-167.7140625,,-167.71406,,,,,
World,1891-08-15,,,,,-0.29462,-0.35,-0.2455,,,-0.17,,,,,,,,
World,1891-09-15,,,,,-0.22467,-0.283,-0.166,,,-0.16,,,,,,,,
World,1891-10-15,,,,,-0.26292,-0.328,-0.1965,,,-0.22,-168.2140625,,-168.21406,,,,,
World,1891-11-15,,,,,-0.37372,-0.439,-0.306,,,-0.31,,,,,,,,
World,1891-12-15,,,,,-0.27567,-0.34,-0.21,,,-0.05,,,,,,,,
World,1892-01-15,,,,,-0.25314,-0.32,-0.1865,,,-0.29,-167.5473958,,-167.5474,,,,,
World,1892-02-15,,,,,-0.1674,-0.2315,-0.1085,,,-0.12,,,,,,,,
World,1892-03-15,,,,,-0.326,-0.3905,-0.269,,,-0.4,,,,,,,,
World,1892-04-15,,,,,-0.3585,-0.421,-0.303,,,-0.34,-163.4140625,,-163.41406,,,,,
World,1892-05-15,,,,,-0.34502,-0.4025,-0.295,,,-0.24,,,,,,,,
World,1892-06-15,,,,,-0.44626,-0.5045,-0.397,,,-0.22,,,,,,,,
World,1892-07-15,,,,,-0.55617,-0.6105,-0.5115,,,-0.31,-167.5807292,,-167.58073,,,,,
World,1892-08-15,,,,,-0.50384,-0.559,-0.4585,,,-0.27,,,,,,,,
World,1892-09-15,,,,,-0.44973,-0.5095,-0.393,,,-0.17,,,,,,,,
World,1892-10-15,,,,,-0.54384,-0.6115,-0.4765,,,-0.14,-176.0807292,,-176.08073,,,,,
World,1892-11-15,,,,,-0.53804,-0.6075,-0.464,,,-0.42,,,,,,,,
World,1892-12-15,,,,,-0.57494,-0.646,-0.499,,,-0.38,,,,,,,,
World,1893-01-15,,,,,-0.46154,-0.5305,-0.397,,,-0.8,-170.8140625,,-170.81406,,,,,
World,1893-02-15,,,,,-0.37998,-0.4505,-0.3185,,,-0.56,,,,,,,,
World,1893-03-15,,,,,-0.34416,-0.411,-0.2865,,,-0.22,,,,,,,,
World,1893-04-15,,,,,-0.50916,-0.574,-0.454,,,-0.27,-160.8473958,,-160.8474,,,,,
World,1893-05-15,,,,,-0.53437,-0.5945,-0.484,,,-0.33,,,,,,,,
World,1893-06-15,,,,,-0.47458,-0.532,-0.4245,,,-0.25,,,,,,,,
World,1893-07-15,,,,,-0.29398,-0.349,-0.2445,,,-0.14,-162.9807292,,-162.98073,,,,,
World,1893-08-15,,,,,-0.31578,-0.3725,-0.2665,,,-0.25,,,,,,,,
World,1893-09-15,,,,,-0.49064,-0.5515,-0.434,,,-0.23,,,,,,,,
World,1893-10-15,,,,,-0.32086,-0.3875,-0.256,,,-0.19,-164.4807292,,-164.48073,,,,,
World,1893-11-15,,,,,-0.45613,-0.5275,-0.3845,,,-0.19,,,,,,,,
World,1893-12-15,,,,,-0.42143,-0.4915,-0.354,,,-0.34,,,,,,,,
World,1894-01-15,,,,,-0.45152,-0.5245,-0.3895,,,-0.53,-170.0807292,,-170.08073,,,,,
World,1894-02-15,,,,,-0.46097,-0.5335,-0.399,,,-0.31,,,,,,,,
World,1894-03-15,,,,,-0.48847,-0.559,-0.428,,,-0.23,,,,,,,,
World,1894-04-15,,,,,-0.41793,-0.4855,-0.3605,,,-0.45,-173.2140625,,-173.21406,,,,,
World,1894-05-15,,,,,-0.51633,-0.58,-0.4615,,,-0.32,,,,,,,,
World,1894-06-15,,,,,-0.51992,-0.5795,-0.4695,,,-0.41,,,,,,,,
World,1894-07-15,,,,,-0.3356,-0.395,-0.2845,,,-0.25,-176.8807292,,-176.88073,,,,,
World,1894-08-15,,,,,-0.3923,-0.4515,-0.342,,,-0.26,,,,,,,,
World,1894-09-15,,,,,-0.39881,-0.4645,-0.34,,,-0.29,,,,,,,,
World,1894-10-15,,,,,-0.49308,-0.564,-0.426,,,-0.24,-177.0140625,,-177.01406,,,,,
World,1894-11-15,,,,,-0.40708,-0.4805,-0.338,,,-0.27,,,,,,,,
World,1894-12-15,,,,,-0.42361,-0.494,-0.3625,,,-0.22,,,,,,,,
World,1895-01-15,,,,,-0.30696,-0.3775,-0.2435,,,-0.42,-161.1140625,,-161.11406,,,,,
World,1895-02-15,,,,,-0.3407,-0.4095,-0.278,,,-0.43,,,,,,,,
World,1895-03-15,,,,,-0.45204,-0.5195,-0.393,,,-0.34,,,,,,,,
World,1895-04-15,,,,,-0.46056,-0.527,-0.4015,,,-0.22,-166.0473958,,-166.0474,,,,,
World,1895-05-15,,,,,-0.43872,-0.5035,-0.381,,,-0.28,,,,,,,,
World,1895-06-15,,,,,-0.35622,-0.4155,-0.3015,,,-0.22,,,,,,,,
World,1895-07-15,,,,,-0.32252,-0.382,-0.2675,,,-0.18,-163.1473958,,-163.1474,,,,,
World,1895-08-15,,,,,-0.29688,-0.3555,-0.243,,,-0.18,,,,,,,,
World,1895-09-15,,,,,-0.36537,-0.4275,-0.306,,,-0.12,,,,,,,,
World,1895-10-15,,,,,-0.34756,-0.415,-0.282,,,-0.1,-158.7473958,,-158.7474,,,,,
World,1895-11-15,,,,,-0.22081,-0.2885,-0.1535,,,-0.16,,,,,,,,
World,1895-12-15,,,,,-0.3327,-0.4015,-0.267,,,-0.13,,,,,,,,
World,1896-01-15,,,,,-0.24264,-0.311,-0.18,,,-0.22,-171.4473958,,-171.4474,,,,,
World,1896-02-15,,,,,-0.22909,-0.298,-0.1655,,,-0.12,,,,,,,,
World,1896-03-15,,,,,-0.21392,-0.282,-0.1515,,,-0.26,,,,,,,,
World,1896-04-15,,,,,-0.19496,-0.262,-0.133,,,-0.3,-172.8807292,,-172.88073,,,,,
World,1896-05-15,,,,,-0.23062,-0.298,-0.1695,,,-0.15,,,,,,,,
World,1896-06-15,,,,,-0.1554,-0.22,-0.098,,,-0.11,,,,,,,,
World,1896-07-15,,,,,-0.14858,-0.2085,-0.0955,,,-0.02,-160.3140625,,-160.31406,,,,,
World,1896-08-15,,,,,-0.07667,-0.137,-0.0215,,,-0.05,,,,,,,,
World,1896-09-15,,,,,-0.09626,-0.164,-0.0355,,,-0.07,,,,,,,,
World,1896-10-15,,,,,-0.25442,-0.3245,-0.1835,,,0.07,-169.8473958,,-169.8474,,,,,
World,1896-11-15,,,,,-0.05196,-0.126,0.019,,,-0.04,,,,,,,,
World,1896-12-15,,,,,-0.01699,-0.0895,0.0485,,,-0.04,,,,,,,,
World,1897-01-15,,,,,-0.07236,-0.1415,-0.0075,,,-0.15,-173.3807292,,-173.38073,,,,,
World,1897-02-15,,,,,-0.08109,-0.1505,-0.0145,,,-0.17,,,,,,,,
World,1897-03-15,,,,,0.03546,-0.0345,0.104,,,-0.14,,,,,,,,
World,1897-04-15,,,,,-0.08823,-0.1565,-0.0215,,,-0.01,-162.4807292,,-162.48073,,,,,
World,1897-05-15,,,,,-0.13689,-0.204,-0.0715,,,-0.01,,,,,,,,
World,1897-06-15,,,,,-0.19769,-0.264,-0.134,,,-0.11,,,,,,,,
World,1897-07-15,,,,,-0.24244,-0.302,-0.1835,,,-0.02,-152.1473958,,-152.1474,,,,,
World,1897-08-15,,,,,-0.22109,-0.2825,-0.161,,,-0.09,,,,,,,,
World,1897-09-15,,,,,-0.30409,-0.3695,-0.2445,,,-0.08,,,,,,,,
World,1897-10-15,,,,,-0.35018,-0.4205,-0.284,,,-0.13,-168.9473958,,-168.9474,,,,,
World,1897-11-15,,,,,-0.39383,-0.4635,-0.3255,,,-0.18,,,,,,,,
World,1897-12-15,,,,,-0.39637,-0.4715,-0.326,,,-0.2,,,,,,,,
World,1898-01-15,,,,,-0.32333,-0.398,-0.2575,,,-0.02,-169.2473958,,-169.2474,,,,,
World,1898-02-15,,,,,-0.36947,-0.442,-0.3025,,,-0.3,,,,,,,,
World,1898-03-15,,,,,-0.40091,-0.4785,-0.332,,,-0.52,,,,,,,,
World,1898-04-15,,,,,-0.5419,-0.6135,-0.4735,,,-0.31,-147.9473958,,-147.9474,,,,,
World,1898-05-15,,,,,-0.48041,-0.549,-0.4155,,,-0.3,,,,,,,,
World,1898-06-15,,,,,-0.37246,-0.4385,-0.3115,,,-0.19,,,,,,,,
World,1898-07-15,,,,,-0.42586,-0.4885,-0.368,,,-0.22,-157.1140625,,-157.11406,,,,,
World,1898-08-15,,,,,-0.39708,-0.4595,-0.338,,,-0.27,,,,,,,,
World,1898-09-15,,,,,-0.42175,-0.489,-0.362,,,-0.21,,,,,,,,
World,1898-10-15,,,,,-0.55206,-0.624,-0.482,,,-0.34,-155.6140625,,-155.61406,,,,,
World,1898-11-15,,,,,-0.48251,-0.555,-0.413,,,-0.38,,,,,,,,
World,1898-12-15,,,,,-0.50588,-0.5825,-0.4325,,,-0.23,,,,,,,,
World,1899-01-15,,,,,-0.32963,-0.408,-0.2565,,,-0.16,-150.5807292,,-150.58073,,,,,
World,1899-02-15,,,,,-0.36214,-0.4395,-0.2905,,,-0.38,,,,,,,,
World,1899-03-15,,,,,-0.42265,-0.4975,-0.353,,,-0.36,,,,,,,,
World,1899-04-15,,,,,-0.38403,-0.4575,-0.3155,,,-0.2,-149.8807292,,-149.88073,,,,,
World,1899-05-15,,,,,-0.2853,-0.356,-0.2215,,,-0.23,,,,,,,,
World,1899-06-15,,,,,-0.36689,-0.4325,-0.307,,,-0.31,,,,,,,,
World,1899-07-15,,,,,-0.34144,-0.4045,-0.284,,,-0.16,-151.6807292,,-151.68073,,,,,
World,1899-08-15,,,,,-0.19199,-0.258,-0.132,,,-0.08,,,,,,,,
World,1899-09-15,,,,,-0.24939,-0.321,-0.1825,,,-0.05,,,,,,,,
World,1899-10-15,,,,,-0.26546,-0.34,-0.195,,,-0.04,-140.0807292,,-140.08073,,,,,
World,1899-11-15,,,,,-0.25414,-0.33,-0.182,,,0.13,,,,,,,,
World,1899-12-15,,,,,-0.34633,-0.4255,-0.2725,,,-0.26,,,,,,,,
World,1/15/00,,,,,-0.21992,-0.299,-0.1485,,,-0.35,-150.3140625,,-150.31406,,,,,
World,2/15/00,,,,,-0.07654,-0.158,-0.0005,,,-0.05,,,,,,,,
World,3/15/00,,,,,-0.25569,-0.3325,-0.185,,,0.01,,,,,,,,
World,4/15/00,,,,,-0.19061,-0.268,-0.121,,,-0.08,-151.7807292,,-151.78073,,,,,
World,5/15/00,,,,,-0.37789,-0.449,-0.3125,,,-0.08,,,,,,,,
World,6/15/00,,,,,-0.25552,-0.3215,-0.1915,,,-0.09,,,,,,,,
World,7/15/00,,,,,-0.22312,-0.287,-0.1625,,,-0.12,-152.0473958,,-152.0474,,,,,
World,8/15/00,,,,,-0.25591,-0.322,-0.195,,,-0.08,,,,,,,,
World,9/15/00,,,,,-0.22273,-0.295,-0.156,,,-0.05,,,,,,,,
World,10/15/00,,,,,-0.25415,-0.33,-0.1815,,,0.1,-155.3807292,,-155.38073,,,,,
World,11/15/00,,,,,-0.27346,-0.3545,-0.1955,,,-0.06,,,,,,,,
World,12/15/00,,,,,-0.2267,-0.309,-0.149,,,-0.06,,,,,,,,
World,1/15/01,,,,,-0.21684,-0.301,-0.1425,,,-0.21,-155.4473958,,-155.4474,,,,,
World,2/15/01,,,,,-0.25962,-0.3455,-0.185,,,-0.11,,,,,,,,
World,3/15/01,,,,,-0.3947,-0.4765,-0.3235,,,0.06,,,,,,,,
World,4/15/01,,,,,-0.33174,-0.4085,-0.262,,,-0.03,-156.5807292,,-156.58073,,,,,
World,5/15/01,,,,,-0.28451,-0.3575,-0.219,,,-0.15,,,,,,,,
World,6/15/01,,,,,-0.33814,-0.406,-0.276,,,-0.11,,,,,,,,
World,7/15/01,,,,,-0.39006,-0.456,-0.329,,,-0.14,-156.5473958,,-156.5474,,,,,
World,8/15/01,,,,,-0.33505,-0.4045,-0.274,,,-0.2,,,,,,,,
World,9/15/01,,,,,-0.46419,-0.537,-0.401,,,-0.22,,,,,,,,
World,10/15/01,,,,,-0.39879,-0.481,-0.3265,,,-0.29,-147.4807292,,-147.48073,,,,,
